CohortGroup,CohortPeriod,quarter,TotalUsers,TotalOrders,revenue,profit
2013-3,10,2015-4,53,66,7806.809999999995,1912.6699999999998
2013-3,11,2016-1,51,55,4959.1299999999965,1517.84
2013-3,12,2016-2,82,93,17605.790000000005,4018.9200000000014
2013-3,13,2016-3,77,83,8688.959999999995,2075.6800000000007
2013-3,14,2016-4,71,82,14300.040000000003,3361.8400000000006
2013-3,15,2017-1,51,58,6945.409999999996,1768.6099999999994
2013-3,16,2017-2,61,67,9113.659999999996,2521.3499999999995
2013-3,17,2017-3,6,6,394.77,88.67
2013-4,1,2013-4,1456,2106,272949.4700000047,53437.67000000007
2013-4,2,2014-1,199,230,41880.68999999991,8523.410000000003
2013-4,3,2014-2,126,146,19306.38000000003,5586.09
2013-4,4,2014-3,117,131,16462.03000000001,4263.93
2013-4,5,2014-4,106,125,20520.280000000024,4319.14
2013-4,6,2015-1,66,74,13365.980000000007,2789.4900000000007
2013-4,7,2015-2,77,79,11616.220000000007,2479.64
2013-4,8,2015-3,72,92,14516.270000000011,2903.990000000001
2013-4,9,2015-4,58,71,17134.67000000001,2746.14
2013-4,10,2016-1,44,53,9565.74,2440.54
2013-4,11,2016-2,56,64,9275.559999999996,2196.1199999999985
2013-4,12,2016-3,63,77,15516.670000000011,3829.4799999999996
2013-4,13,2016-4,53,60,11952.660000000007,2395.89
2013-4,14,2017-1,33,35,5105.619999999998,1744.7
2013-4,15,2017-2,41,42,7537.229999999998,2225.8299999999995
2013-4,16,2017-3,3,3,276.85,47.739999999999995
2014-1,1,2014-1,1637,2236,305371.5700000064,69816.53
2014-1,2,2014-2,355,384,42054.67999999988,11372.179999999998
2014-1,3,2014-3,180,201,24812.680000000073,6672.9599999999955
2014-1,4,2014-4,148,162,18352.800000000025,4365.46
2014-1,5,2015-1,97,106,17654.350000000017,4281.079999999999
2014-1,6,2015-2,94,104,18695.22000000001,4703.130000000001
2014-1,7,2015-3,87,93,17338.230000000018,5203.449999999998
2014-1,8,2015-4,69,75,11697.540000000008,3534.6999999999994
2014-1,9,2016-1,72,79,11599.219999999998,2632.0500000000006
2014-1,10,2016-2,72,75,11420.559999999998,2956.29
2014-1,11,2016-3,66,71,9779.909999999996,2069.25
2014-1,12,2016-4,54,58,7105.939999999993,1506.2399999999998
2014-1,13,2017-1,49,53,8954.689999999999,1882.7199999999996
2014-1,14,2017-2,56,59,9057.529999999997,2404.2799999999993
2014-1,15,2017-3,3,3,294.84999999999997,56.7
2014-2,1,2014-2,2254,3312,481612.6700000167,98413.9300000001
2014-2,2,2014-3,414,452,63697.04999999979,16989.359999999997
2014-2,3,2014-4,224,242,43131.78,11365.089999999993
2014-2,4,2015-1,168,182,44087.37999999995,9836.689999999997
2014-2,5,2015-2,157,176,41049.31999999998,10546.199999999993
2014-2,6,2015-3,147,166,35786.82000000003,9499.03
2014-2,7,2015-4,100,106,23412.23000000004,5672.689999999997
2014-2,8,2016-1,88,100,19030.350000000024,4974.65
2014-2,9,2016-2,98,113,28199.330000000038,5374.850000000002
2014-2,10,2016-3,83,95,13586.690000000022,2283.420000000001
2014-2,11,2016-4,77,91,14394.600000000013,2578.849999999999
2014-2,12,2017-1,64,65,8551.179999999993,1754.22
2014-2,13,2017-2,89,97,13501.160000000003,2908.309999999999
2014-2,14,2017-3,7,8,1588.6800000000003,376.91
2014-3,1,2014-3,2465,3741,482922.95000001765,107231.1900000004
2014-3,2,2014-4,436,493,85763.14999999976,19225.35000000001
2014-3,3,2015-1,195,212,34627.650000000096,10228.109999999995
2014-3,4,2015-2,210,223,30686.76000000008,7192.8700000000035
2014-3,5,2015-3,180,194,29432.01000000007,7360.359999999994
2014-3,6,2015-4,116,128,21635.08000000002,5547.48
2014-3,7,2016-1,98,104,18847.770000000008,4942.8099999999995
2014-3,8,2016-2,122,134,23147.110000000048,5824.209999999998
2014-3,9,2016-3,125,136,18648.200000000015,3585.030000000001
2014-3,10,2016-4,91,96,11627.079999999998,2710.340000000001
2014-3,11,2017-1,71,77,9298.509999999995,2214.3599999999988
2014-3,12,2017-2,64,67,6917.219999999996,1766.0399999999997
2014-3,13,2017-3,7,7,266.7,71.1
2014-4,1,2014-4,2280,3403,453743.3400000165,101142.15
2014-4,2,2015-1,421,474,61292.54999999982,15676.549999999996
2014-4,3,2015-2,253,277,47233.92999999999,11534.480000000009
2014-4,4,2015-3,172,193,29654.880000000085,6596.87
2014-4,5,2015-4,205,232,64953.22999999968,25981.880000000005
2014-4,6,2016-1,122,139,27751.510000000057,9217.900000000003
2014-4,7,2016-2,147,157,30389.410000000084,8957.66
2014-4,8,2016-3,100,105,13885.450000000013,3227.6100000000015
2014-4,9,2016-4,107,119,13977.650000000009,2760.210000000001
2014-4,10,2017-1,71,80,10363.449999999999,2936.1600000000003
2014-4,11,2017-2,75,82,14379.780000000004,3275.29
2014-4,12,2017-3,2,2,78.85,29.29
2015-1,1,2015-1,2028,3006,471504.34000001376,98362.29000000028
2015-1,2,2015-2,422,481,87377.88999999936,20794.97999999999
2015-1,3,2015-3,226,250,42006.22999999998,8486.47
2015-1,4,2015-4,169,184,26842.920000000075,6369.430000000002
2015-1,5,2016-1,147,154,25960.70000000005,5432.459999999998
2015-1,6,2016-2,128,138,17053.230000000014,3705.040000000002
2015-1,7,2016-3,96,101,16223.820000000016,3529.8499999999995
2015-1,8,2016-4,100,114,16783.14000000003,2892.9199999999987
2015-1,9,2017-1,93,107,26429.30000000005,6311.16
2015-1,10,2017-2,99,105,15200.460000000021,3439.1299999999997
2015-1,11,2017-3,3,3,158.79,61.28
2015-2,1,2015-2,2002,3018,482490.82000001566,101527.14999999989
2015-2,2,2015-3,375,421,61536.35999999978,13731.04000000001
2015-2,3,2015-4,215,235,39376.42000000004,11826.690000000006
2015-2,4,2016-1,139,150,24980.73000000004,4788.820000000001
2015-2,5,2016-2,171,194,36526.300000000025,8381.46
2015-2,6,2016-3,143,164,30770.750000000036,5580.549999999997
2015-2,7,2016-4,105,119,22940.470000000034,5423.310000000001
2015-2,8,2017-1,88,94,15389.510000000013,3114.7900000000013
2015-2,9,2017-2,99,109,11807.089999999998,2776.6199999999994
2015-2,10,2017-3,6,6,608.94,156.63
2015-3,1,2015-3,2070,3275,459813.1500000131,87971.51000000007
2015-3,2,2015-4,378,416,65445.159999999756,15859.17999999999
2015-3,3,2016-1,172,186,27743.320000000072,5668.760000000001
2015-3,4,2016-2,192,202,40240.38000000001,8303.059999999996
2015-3,5,2016-3,166,179,23506.110000000044,4934.1900000000005
2015-3,6,2016-4,148,154,18823.800000000032,3771.680000000002
2015-3,7,2017-1,96,108,18774.69000000001,4096.07
2015-3,8,2017-2,95,101,10598.200000000003,2562.71
2015-3,9,2017-3,4,4,215.84,92.73
2015-4,1,2015-4,1653,2612,393734.5800000085,77401.03999999982
2015-4,2,2016-1,305,340,47705.78999999992,10291.100000000002
2015-4,3,2016-2,181,194,30015.870000000083,6768.069999999998
2015-4,4,2016-3,158,168,26972.330000000056,5308.029999999999
2015-4,5,2016-4,143,154,20130.470000000034,4662.13
2015-4,6,2017-1,98,110,12849.440000000013,3006.18
2015-4,7,2017-2,88,99,23302.28000000003,4862.220000000002
2015-4,8,2017-3,5,5,333.78999999999996,87.05999999999999
2016-1,1,2016-1,1576,2530,334635.3000000069,65473.51999999986
2016-1,2,2016-2,337,377,61335.169999999795,13796.999999999993
2016-1,3,2016-3,177,199,34355.75000000005,7134.239999999994
2016-1,4,2016-4,155,168,38398.870000000046,8642.759999999993
2016-1,5,2017-1,133,144,18217.380000000037,4170.469999999999
2016-1,6,2017-2,105,119,27487.930000000033,6753.969999999997
2016-1,7,2017-3,6,6,959.1800000000001,282.38
2016-2,1,2016-2,1770,2881,404473.16000000946,82986.22000000013
2016-2,2,2016-3,385,435,51082.429999999855,10864.969999999994
2016-2,3,2016-4,211,234,34448.09000000008,7929.529999999999
2016-2,4,2017-1,162,179,40814.889999999934,7885.609999999993
2016-2,5,2017-2,161,180,36523.47999999999,6677.229999999998
2016-2,6,2017-3,13,13,864.11,253.02
2016-3,1,2016-3,1640,2718,377880.86000000674,84584.57000000011
2016-3,2,2016-4,396,438,70734.87999999982,17760.789999999994
2016-3,3,2017-1,206,224,59988.019999999975,19626.66
2016-3,4,2017-2,197,216,50803.419999999925,13262.100000000006
2016-3,5,2017-3,9,10,2667.53,670.38
2016-4,1,2016-4,1276,2218,283133.6200000033,57627.33999999994
2016-4,2,2017-1,294,325,46338.689999999995,10260.930000000002
2016-4,3,2017-2,189,201,30054.820000000058,6754.889999999999
2016-4,4,2017-3,14,15,4054.5099999999993,2051.14
2017-1,1,2017-1,1046,1822,310198.77000000374,67943.27999999987
2017-1,2,2017-2,360,398,63354.06999999971,14308.270000000004
2017-1,3,2017-3,16,16,2443.29,375.82000000000005
2017-2,1,2017-2,877,1785,351267.5000000045,79298.70999999993
2017-2,2,2017-3,57,60,6196.869999999996,1218.75
2017-3,1,2017-3,21,45,5856.139999999998,1079.1
