CohortGroup,CohortPeriod,quarter,TotalUsers,TotalOrders,revenue,profit
2015-1,7,2016-3,63,66,6049.619999999994,1612.07
2015-1,8,2016-4,61,64,6832.799999999992,2058.4800000000005
2015-1,9,2017-1,73,76,7517.079999999993,2215.77
2015-1,10,2017-2,46,51,4930.029999999996,1342.6499999999999
2015-1,11,2017-3,6,6,467.6,148.18
2015-2,1,2015-2,554,782,79597.9299999991,23027.490000000023
2015-2,2,2015-3,88,95,10382.410000000009,2795.6499999999996
2015-2,3,2015-4,59,62,5695.049999999994,2518.790000000001
2015-2,4,2016-1,47,50,4016.2599999999975,1295.81
2015-2,5,2016-2,53,60,5076.489999999997,1842.7300000000002
2015-2,6,2016-3,48,52,4835.1299999999965,1463.0599999999995
2015-2,7,2016-4,48,48,4147.349999999998,1538.78
2015-2,8,2017-1,30,32,2458.73,714.6199999999999
2015-2,9,2017-2,40,42,3604.74,1131.54
2015-2,10,2017-3,1,1,104.95,7.47
2015-3,1,2015-3,556,804,62941.04999999952,18345.199999999975
2015-3,2,2015-4,78,80,6742.089999999992,2291.9
2015-3,3,2016-1,63,63,4688.879999999996,1582.9399999999996
2015-3,4,2016-2,46,53,4083.469999999997,1185.31
2015-3,5,2016-3,59,63,5473.579999999995,1399.2999999999995
2015-3,6,2016-4,55,57,5041.569999999995,1475.9899999999998
2015-3,7,2017-1,47,47,3895.049999999998,1187.3700000000001
2015-3,8,2017-2,41,45,4121.2599999999975,1238.72
2015-3,9,2017-3,2,2,132.9,30.660000000000004
2015-4,1,2015-4,540,799,68905.8999999995,18065.350000000002
2015-4,2,2016-1,95,98,6347.449999999992,2010.9100000000005
2015-4,3,2016-2,57,59,5614.809999999994,1449.07
2015-4,4,2016-3,56,57,4812.099999999996,1591.8299999999995
2015-4,5,2016-4,65,67,5183.249999999996,1755.2400000000002
2015-4,6,2017-1,44,44,3717.5899999999974,1048.1999999999996
2015-4,7,2017-2,47,51,4806.7999999999965,1626.3999999999999
2015-4,8,2017-3,1,1,24.95,10.81
2016-1,1,2016-1,500,757,62997.639999999716,19104.429999999993
2016-1,2,2016-2,88,98,7713.259999999988,2126.75
2016-1,3,2016-3,63,66,10901.710000000005,5277.0599999999995
2016-1,4,2016-4,73,75,5664.509999999994,1701.8000000000009
2016-1,5,2017-1,50,56,5711.6699999999955,1808.2699999999998
2016-1,6,2017-2,38,41,5239.889999999997,1261.2700000000002
2016-1,7,2017-3,4,4,294.70000000000005,121.34
2016-2,1,2016-2,408,606,47363.439999999886,13476.68000000001
2016-2,2,2016-3,85,88,7169.419999999991,2146.7799999999993
2016-2,3,2016-4,63,66,4862.809999999996,1588.63
2016-2,4,2017-1,62,63,5397.949999999994,1553.44
2016-2,5,2017-2,58,61,5491.409999999996,1408.8300000000006
2016-2,6,2017-3,6,6,501.69999999999993,75.72
2016-3,1,2016-3,411,630,52733.39999999971,15027.020000000002
2016-3,2,2016-4,95,103,13028.08000000001,3558.3500000000013
2016-3,3,2017-1,57,58,6723.7099999999955,1902.4800000000005
2016-3,4,2017-2,70,73,4930.189999999994,1335.8700000000001
2016-3,5,2017-3,5,5,404.74999999999994,79.77
2016-4,1,2016-4,348,591,50202.759999999784,12334.71000000001
2016-4,2,2017-1,83,85,7886.959999999989,2157.4499999999994
2016-4,3,2017-2,50,52,4920.869999999995,1258.5700000000002
2016-4,4,2017-3,4,4,175.8,57.959999999999994
2017-1,1,2017-1,294,521,41190.88999999996,11893.319999999998
2017-1,2,2017-2,81,88,12062.349999999999,3665.8599999999997
2017-1,3,2017-3,1,1,39.95,12.65
2017-2,1,2017-2,211,444,33133.57000000013,9970.559999999998
2017-2,2,2017-3,10,10,585.44,258.02
2017-3,1,2017-3,8,19,1367.1000000000004,521.4100000000001
